0x5Ed6A60547ea42A63637A14f37fDdcd4251F931a,"33,485",,,,,
0x84330CB7F2c7A88466c7dc4F558973b81B00432f,"15,428",,,,,
0x1c5D0222ED85fe8c91b1F3c935A3Ed948681B346,"4,791",,,,,
0xf485E62D9FF8d185D86c16F7CcD289cF2C7C135b,"3,405",,,,,
0xBab728d29E673AdE915e883002D1A20D2EC8AFe6,364,,,,,
0xF2d164F2D6358B90c58e1022103Ee073f3EBa07F,182,,,,,
0x58A60c619087565C6d8080F5E1117Bcae52872De,4,,,,,
0x2Ed3767CfCBCEb42ff5F3642d4DF6f851B947073,3,,,,,
